label,sms
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,and  picking them up from various points
ham,Just send a text. We'll skype later.
ham,S:)8 min to go for lunch:)
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
spam,Alert: Your number has been drawn for a ?000 prize today. Claim it by calling 09066358361 using claim code Y87. This offer is valid for 12 hours only.
ham,Hey... Very inconvenient for your sis a not huh?
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,I think chennai well settled?
spam,"Double your Minutes & Texts and enjoy half-price Line Rental on the latest Orange Bluetooth mobiles. Contact MobileUpd8 for up-to-date offers at 08000839402, or opt out at call2optout/LF56."
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
spam,"HOT LIVE FANTASIES is ready for your call at 08707509020, offering thrilling experiences for just 20p per minute. Provided by NTT Ltd, you can reach us at PO Box 1327 Croydon CR9 5WB. Please note that 0870 is a national rate call."
ham,Er mw im filled tuth is aight
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA
ham,Ok then u tell me wat time u coming later lor.
ham,What type of stuff do you sing?
ham,You got called a tool?
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,What's up. Do you want me to come online?
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,? bot notes oredi... Cos i juz rem i got...
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,Dear Subscriber ur draw 4 Â£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
spam,"I'm a newcomer to the club and I think we haven't met yet. Can't wait to see you. Please message today with your area to 09099726553. Expect a reply. CARLIE x Call rate is ?/min, mobiles extra. LKPOBOX177HP51FL"
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,"Er, hello, things didn?ï¿½t quite go to plan ??is limping slowly home followed by aa and with exhaust hanging off"
ham,"Sounds good, keep me posted"
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,K. I will sent it again
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costÂ£3.75max
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
spam,Head to Warner Village 83118 for Colin Farrell's SWAT this weekend and receive a free medium popcorn! Just display this message and your ticket at the kiosk. Validity: 4-7 Dec. Terms available at the kiosk. Reply SONY for additional film promotions.
spam,"An important message about our offer: We tried to contact you regarding your interest in 750 minutes, 150 texts, and a new video phone. Call us at 08002988890 or respond for free delivery tomorrow."
spam,"Hi! The girls from SEXYCHAT are anticipating your texts. Text them for a fantastic chat experience tonight. To stop this service, send STOP."
ham,I need... Coz i never go before
spam,"2004 Mobiles Clearance! Text 'NOKIA' to 89545 to collect your phone now. Starting at just ?. To opt out, visit www.4-tc.biz or contact 08718726270, ?.50/msg, for 18+ only, TXTAUCTION."
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize.To claim yr prize call our customer service representative on
spam,"Lovebirds, it's Valentine's Day! Win fantastic prizes valued at over ?000 in our quiz and embark on a dream trip with your partner! Don't delay, text GO to 83600 today. Message cost: 150p per message received. Need assistance? Contact Customer Care at 08718720201."
ham,Every day i use to sleep after  &lt;#&gt;  so only.
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
spam,"Secure your chance at the latest Nokia Phone, a 40GB iPod MP3 player, or a ?00 reward! Text COLLECT to 83355 now! IBHltd LdnW15H, cost: 150p per message received, 18+."
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
spam,"Try winning a Meet+Greet with Westlife for yourself or a friend. Which tour are they on now? 1) Unbreakable, 2) Untamed, 3) Unkempt. Text your choice to 83049. It's 50p plus standard text fee."
ham,I?ï¿½m going to try for 2 months ha ha only joking
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham,I can't describe how lucky you are that I'm actually awake by noon
spam,Exciting news! Our brand-new mobile music service is now available. Your free music player will be delivered shortly. Install it on your phone to enjoy music from the best artists.
spam,Visit http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true for an intriguing C Ringtone
ham,We'll join the  &lt;#&gt;  bus
spam,"As a valued mobile customer, you're chosen for a ?50 award! For collection, please contact 09066364311."
ham,Bugis oso near wat...
ham,Good Morning my Dear........... Have a great &amp; successful day.
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,K...k...yesterday i was in cbe .
ham,I cant pick the phone right now. Pls send a message
spam,"Complimentary message: Are you single and searching for a partner nearby? Thousands of genuine people are ready to chat! Text CHAT to 62220. To cancel, send STOPCS to 08717890890. Cost: ?.50/message."
spam,"Do you find it interesting that, during driving, people slower than you seem silly, and those faster seem wild?"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
spam,"Get double minutes and text messages for a period of six months, along with a FREE Bluetooth headset compatible with Sony, Nokia, and Motorola phones on the Orange network. Reach MobileUpd8 at 08000839402, or utilize the opt-out code N9DX."
spam,"Exciting news about money! You're a lucky winner! Text ""MONEY"" to 88600 to claim your prize. There's over ? million up for grabs! Ppt150x3 + normal text rate. Box 403, W1T1JY."
ham,R we still meeting 4 dinner tonight?
ham,Once free call me sir.
ham,"Cool, I'll text you in a few"
spam,"EXCLUSIVE: For account number 07742676969, your 2004 Statement reveals 786 unclaimed Bonus Points. Please call 08719180248 and provide Identifier Code: 45239 to redeem."
ham,"Just looked it up and addie goes back Monday, sucks to be her"
spam,"Get ready for a Bahamas adventure! Call FREEFONE 08081560665 and chat with a live operator to claim either a Bahamas cruise or ?000 in CASH. This offer is for those aged 18 and above. To opt out, text X to 07786200117."
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
spam,"Sorry, the service you ordered from 81303 couldn't be completed because you don't have enough credit. To access the service, please add credit to your account."
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.
spam,"Celebrate! You're given 500 CD vouchers or a 125 gift for sure, along with a free ticket to a 100 weekly draw. SMS MUSIC to 87066."
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,Have your lunch and come quickly and open the door:)
spam,Sign up for the UK's ultimate Dogging service and enjoy an adventurous night. Register and adhere to the instructions. Send 'ENTRY' to 69888. Cost: 150p/message. Location: Nyt.EC2A.3LP.
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
spam,"Local married women seeking private encounters! Receive 5 genuine matches directly on your phone. SMS 'MATCH' to 69969. Each message costs 150p. To unsubscribe, text 'stop'. Code: BCMSFWC1N3XX."
ham,Thats cool. I want to please you...
ham,Printer is cool. I mean groovy. Wine is groovying
spam,"Immediate action needed! Dial 09066612661 from a landline to claim your complimentary 4-star Tenerife Holiday or ?0,000 cash. Terms apply, SAE to PO Box 3 WA14 2PX. Cost: 150ppm. Age 18+ only. From: Hol Offer."
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
spam,"I inquired with 3MOBILE about whether 0870 chatlines were included in the free minutes. The customer service representatives in India assured me that they were. However, I later received a substantial bill. 3MOBILE appears to be indifferent to the situation. I'm now facing the arrival of bailiffs in a matter of days due to an outstanding debt of ?50, while 3MOBILE is seeking ?00."
ham,I send the print  outs da.
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
spam,"Meet Mila, 23, a blonde fresh in the UK, interested in UK gentlemen for fun. Feel the same? Message MTALK to 69866, adults only. 30p/message, first 5 free, then ?.50 per text. Help at 08718728876."
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
