Category,Original Message,Message 1,Message 2,Message 3,Message 4,Message 5
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,"Greetings, I'm Sue, a 20-year-old lap dancer who enjoys intimacy. Feel free to text me live�I'm in my bedroom right now. To connect, send SUE to 89555. Provided by TextOperator, G2 1DA. Messages cost 150ppmsg. Open to those aged 18 and above.","Hello, my name is Sue, and I work as a lap dancer. I'm 20 years old and have a passion for intimate experiences. You can text me live right now as I'm in my bedroom. To chat, send SUE to 89555. Provided by TextOperator, G2 1DA. Messages cost 150ppmsg. Open to those aged 18 and above.","Greetings! I'm Sue, a 20-year-old lap dancer who has a love for intimacy. If you'd like to chat, feel free to text me live�I'm currently in my bedroom. To connect, send SUE to 89555. Provided by TextOperator, G2 1DA. Messages cost 150ppmsg. Open to those aged 18 and above.","Hello, I'm Sue, and I work as a lap dancer. I'm 20 years old and enjoy intimate interactions. If you'd like to chat with me live, I'm currently in my bedroom. To start a conversation, send SUE to 89555. Provided by TextOperator, G2 1DA. Messages cost 150ppmsg. Open to those aged 18 and above.","Greetings! I'm Sue, a 20-year-old lap dancer who finds joy in intimate moments. You have the opportunity to text me live�I'm currently in my bedroom. To chat, send SUE to 89555. Provided by TextOperator, G2 1DA. Messages cost 150ppmsg. Open to those aged 18 and above."
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,"Urgent Alert: You have received a forwarded message from 448712404000. Please CALL 08712404000 immediately, as there is an important message waiting for you.",Important Notice: A forwarded message from 448712404000 is waiting for your attention. Please CALL 08712404000 as soon as possible.,Immediate Attention Required: You've received a forwarded message from 448712404000. Please CALL 08712404000 promptly.,Urgent Message: A message has been forwarded to you from 448712404000. It's important to CALL 08712404000 without delay.,Critical Alert: A forwarded message from 448712404000 requires your immediate attention. Please CALL 08712404000 now.
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT","To maintain your fantastic Nokia N-Gage game deck with Club Nokia, go to www.cnupdates.com/newsletter. To stop receiving alerts, respond with OUT.","Ensure you continue enjoying the Nokia N-Gage game deck with Club Nokia by visiting www.cnupdates.com/newsletter. If you want to stop alerts, just reply with OUT.","Keep the exceptional Nokia N-Gage game deck from Club Nokia by visiting www.cnupdates.com/newsletter. If you wish to opt out of alerts, reply with the word OUT.","To secure your Nokia N-Gage game deck from Club Nokia, visit www.cnupdates.com/newsletter. If you no longer want alerts, simply reply with OUT.","Don't miss out on the Nokia N-Gage game deck from Club Nokia; visit www.cnupdates.com/newsletter to keep it. If you want to stop receiving alerts, reply with OUT."
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,"Grab the newest camera phones at no cost and relish 4 months of Orange line rental at half the price. If your phone has been with you for 11 months or longer, dial MobilesDirect at 08000938767 to upgrade immediately. Please review the terms and conditions.","Acquire the latest camera phones without any charges and savor 4 months of Orange line rental at a reduced rate. If your phone's been in your possession for over 11 months, give MobilesDirect a call at 08000938767 to initiate your update right away. Ensure you read the terms and conditions.","Secure the most up-to-date camera phones for free and indulge in 4 months of half-price Orange line rental. If you've held your phone for 11 months or more, reach out to MobilesDirect at 08000938767 to commence your upgrade promptly. Don't forget to go through the terms and conditions.","Obtain the latest camera phones at no cost and relish 4 months of discounted Orange line rental. If you've owned your phone for more than 11 months, contact MobilesDirect at 08000938767 to initiate your upgrade. Make sure to check out the terms and conditions.","Don't miss out on the opportunity to get the latest camera phones for free and enjoy 4 months of Orange line rental at half price. If your phone has been with you for over 11 months, get in touch with MobilesDirect at 08000938767 to start your upgrade. Remember to review the terms and conditions."
spam,08714712388 between 10am-7pm Cost 10p,Feel free to dial 08714712388 during the hours of 10 am to 7 pm. The call is charged at 10p.,You can reach us at 08714712388 between 10 am and 7 pm. The call costs 10p.,Call us at 08714712388 anytime between 10 am and 7 pm. The charge for the call is 10p.,"Our phone line, 08714712388, is open from 10 am to 7 pm. The cost of the call is 10p.",Reach out to us at 08714712388 during our operating hours of 10 am to 7 pm. The call is priced at 10p.
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,"Congratulations! You're the lucky winner of a guaranteed ?000 in cash or a ?000 prize. To claim your well-deserved reward, please contact our friendly customer service representative at 08714712394 between 10 am and 7 pm.","Fantastic news! You've emerged as the proud recipient of a guaranteed ?000 in cash or an impressive ?000 prize. To seize your prize, don't hesitate to get in touch with our dedicated customer service representative at 08714712394 between 10 am and 7 pm.","Bravo! You've achieved a remarkable feat and secured a guaranteed ?000 in cash or a valuable ?000 prize. To take possession of your prize, reach out to our attentive customer service representative at 08714712394, available between 10 am and 7 pm.","Well done! You've clinched a certain ?000 in cash or a substantial ?000 prize. To make your claim, simply give a call to our efficient customer service representative at 08714712394 between 10 am and 7 pm.","A big congratulations to you! You've won a guaranteed ?000 cash or an attractive ?000 prize. To receive your well-earned reward, please dial our customer service representative at 08714712394 during the hours of 10 am to 7 pm."
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,"You've received an Email Alert from Jeri Stewart with the subject ""Low-cost prescription drugs,"" and the email size is 2KB. To access the email content, simply call 123.","An Email Alert has been sent to you by Jeri Stewart, and it pertains to ""Low-cost prescription drugs."" The email size is 2KB. If you'd like to listen to the email, call 123.","Jeri Stewart has sent you an Email Alert regarding ""Low-cost prescription drugs,"" and the email size is 2KB. To hear the email, dial 123.","Your inbox has an Email Alert from Jeri Stewart, and the subject is ""Low-cost prescription drugs."" The email is 2KB in size. You can listen to the email by calling 123.","There's an Email Alert in your inbox from Jeri Stewart with the subject ""Low-cost prescription drugs."" The email size is 2KB, and you can listen to it by calling 123."
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,"Hello! Exclusive Customer Loyalty Deal: Get the BRAND NEW Nokia6650 Mobile for just ?0 at TXTAUCTION! Text START to Number: 81151 and claim yours today! For terms and conditions, text TC. Standard message rate of 150p per message.",Greetings! Special Customer Loyalty Offer: Grab the LATEST Nokia6650 Mobile for as low as ?0 on TXTAUCTION! Simply text START to 81151 to avail yourself of this fantastic deal! Check out the terms and conditions by texting TC. Standard message rate is 150p per message.,Hey there! It's a Customer Loyalty Exclusive: You can own the NEW Nokia6650 Mobile starting from only ?0 at TXTAUCTION! Just text START to No: 81151 and secure yours right away! Don't forget to read the terms and conditions; text TC. Messages are charged at 150p per message.,"Hi! We've got a special Customer Loyalty Offer: The NEW Nokia6650 Mobile is available for a mere ?0 at TXTAUCTION! To claim yours, text START to 81151 now! Please review the terms and conditions by texting TC. Standard message charges of 150p per message apply.",Hello! Here's an Exclusive Customer Loyalty Deal: You can own the BRAND NEW Nokia6650 Mobile for just ?0 at TXTAUCTION! Don't miss out�text START to Number: 81151 to get yours! Remember to check the terms and conditions by texting TC. Standard message rate is 150p per message.
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,"You have an active subscription to the top Mobile Content Service in the UK, costing ? every 10 days until you opt out by texting STOP to 82324. For assistance, call the helpline at 08706091795.","Your subscription to the premier Mobile Content Service in the UK is active at ? per 10 days, and you can cancel anytime by texting STOP to 82324. If you need help, dial the helpline at 08706091795.","You're currently enrolled in the finest Mobile Content Service in the UK, which costs ? every 10 days. To discontinue, simply text STOP to 82324. Reach out to the helpline at 08706091795 for support.","You've been signed up for the top-rated Mobile Content Service in the UK, billed at ? every 10 days until you decide to stop by texting STOP to 82324. If you require assistance, don't hesitate to contact the helpline at 08706091795.","Your subscription to the best Mobile Content Service in the UK is active, with a charge of ? every 10 days. To end the subscription, just send STOP to 82324. If you have questions, reach out to the helpline at 08706091795."
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?","Have you ever thought about the fact that in approximately 40 years, there will be thousands of elderly women proudly sporting tattoos?","It's worth considering that in roughly 40 years, we might witness thousands of senior women with tattoos, which is quite intriguing.","Can you imagine that in about 40 years' time, there will be a multitude of elderly ladies adorned with tattoos, creating a unique sight?","Just ponder this: in the next 40 years or so, we could see a significant number of elderly women embracing tattoos as a trend.","Have you ever reflected on the idea that in approximately 40 years, there will likely be a considerable population of elderly women with tattoos, which is quite a cultural shift?"
